mRefOrder	surface	out2ref	language	lemma3	HebforeignKey	foreignKey	seg-pref+suff	help	PREFIX	conj	rel	temp	adv	prep	interrog	art	MAIN	POS	binyan	verbalroot	passive	Pers	Gen	Num	Tense	Status	function	suffix	Pers	Gen	Num
14618	שלוחי	ref.4.2.8.3.53	heb	שלוח_1	שלוח_1_NOUN	SlwH_1_NOUN	שלוח+י	byd_1_PREPOSITION									שלוח	NOUN					m	sg		abs	poss	י	1	mf	sg
14619	או	ref.4.2.8.3.54	heb	או_1	או_1_CONJUNCTION	aw_1_CONJUNCTION	או	SlwH_1_NOUN									או	CONJUNCTION													
14620	ביד	ref.4.2.8.3.55	heb	ביד_1	ביד_1_PREPOSITION	byd_1_PREPOSITION	ב-יד	aw_1_CONJUNCTION	ב-					ב			יד	PREPOSITION								cstr					
14621	בנך	ref.4.2.8.3.56	heb	בן_1	בן_1_NOUN	bN_1_NOUN	בנ+ך	byd_1_PREPOSITION									בנ	NOUN					m	sg		abs	poss	ך	2	m	sg
14622	ביד	ref.4.2.8.3.57	heb	ביד_1	ביד_1_PREPOSITION	byd_1_PREPOSITION	ב-יד	bN_1_NOUN	ב-					ב			יד	PREPOSITION								cstr					
14623	עבדך	ref.4.2.8.3.58	heb	עבד_1	עבד_1_NOUN	ebd_1_NOUN	עבד+ך	byd_1_PREPOSITION									עבד	NOUN					m	sg		abs	poss	ך	2	m	sg
14624	ביד	ref.4.2.8.3.59	heb	ביד_1	ביד_1_PREPOSITION	byd_1_PREPOSITION	ב-יד	ebd_1_NOUN	ב-					ב			יד	PREPOSITION								cstr					
14625	שלוחך	ref.4.2.8.3.60	heb	שלוח_1	שלוח_1_NOUN	SlwH_1_NOUN	שלוח+ך	byd_1_PREPOSITION									שלוח	NOUN					m	sg		abs	poss	ך	2	m	sg
14626	ואמר	ref.4.2.8.3.61	heb	אמר_1	אמר_1_VERB	amr_1_VERB	ו-אמר	SlwH_1_NOUN	ו-	ו							אמר	VERB	paal	אמר		3	m	sg	PAST						
14627	לו	ref.4.2.8.3.62	heb	ל_1	ל_1_PREPOSITION	l_1_PREPOSITION	ל+ו	amr_1_VERB									ל	PREPOSITION									pronomial	ו	3	m	sg
14628	השואל	ref.4.2.8.3.63	heb	שואל_1	שואל_1_NOUN	Swal_1_NOUN	ה-שואל	l_1_PREPOSITION	ה-							ה	שואל	NOUN					m	sg		abs					
14629	שלח	ref.4.2.8.3.64	heb	שילח_1	שילח_1_VERB	SylH_1_VERB	שלח	Swal_1_NOUN									שלח	VERB	piel	שלח		2	m	sg	IMP						
14630	ושלחה	ref.4.2.8.3.65	heb	שילח_1	שילח_1_VERB	SylH_1_VERB	ו-שלח+ה	SylH_1_VERB	ו-	ו							שלח	VERB	piel	שלח		3	m	sg	PAST		accnom	ה	3	f	sg
14631	ומתה	ref.4.2.8.3.66	heb	מת_1	מת_1_VERB	mt_1_VERB	ו-מתה	SylH_1_VERB	ו-	ו							מתה	VERB	paal	מות		3	f	sg	PAST						
14632	חייב	ref.4.2.8.3.67	heb	חייב_1	חייב_1_ADJECTIVE	Hyyb_1_ADJECTIVE	חייב	mt_1_VERB									חייב	ADJECTIVE					m	sg		abs					
14633	וכן	ref.4.2.8.3.68	heb	כן_1	כן_1_ADVERB	kN_1_ADVERB	ו-כן	Hyyb_1_ADJECTIVE	ו-	ו							כן	ADVERB													
14634	בשעה	ref.4.2.8.3.69	heb	שעה_1	שעה_1_NOUN	Seh_1_NOUN	ב-שעה	kN_1_ADVERB	ב-					ב			שעה	NOUN					f	sg		abs					
14635	שמחזירה	ref.4.2.8.3.70	heb	החזיר_1	החזיר_1_VERB	hHzyr_1_VERB	ש-מחזירה	Seh_1_NOUN	ש-		ש						מחזירה	VERB	hifil	חזר		ANY	f	sg	PRESENT						
14636	המחליף	ref.4.2.8.4.1	heb	החליף_1	החליף_1_PARTICIPLE	hHlyP_1_PARTICIPLE	ה-מחליף	hHzyr_1_VERB	ה-							ה	מחליף	PARTICIPLE	hifil	חלף			m	sg		abs					
14637	פרה	ref.4.2.8.4.2	heb	פרה_1	פרה_1_NOUN	prh_1_NOUN	פרה	hHlyP_1_PARTICIPLE									פרה	NOUN					f	sg		abs					
14638	בחמור	ref.4.2.8.4.3	heb	חמור_1	חמור_1_NOUN	Hmwr_1_NOUN	ב-חמור	prh_1_NOUN	ב-					ב			חמור	NOUN					m	sg		abs					
14639	וילדה	ref.4.2.8.4.4	heb	ילד_1	ילד_1_VERB	yld_1_VERB	ו-ילדה	Hmwr_1_NOUN	ו-	ו							ילדה	VERB	paal	ילד		3	f	sg	PAST						
14640	וכן	ref.4.2.8.4.5	heb	כן_1	כן_1_ADVERB	kN_1_ADVERB	ו-כן	yld_1_VERB	ו-	ו							כן	ADVERB													
14641	המוכר	ref.4.2.8.4.6	heb	מכר_1	מכר_1_PARTICIPLE	mkr_1_PARTICIPLE	ה-מוכר	kN_1_ADVERB	ה-							ה	מוכר	PARTICIPLE	paal	מכר			m	sg		abs					
14642	שפחתו	ref.4.2.8.4.7	heb	שפחה_1	שפחה_1_NOUN	SpHh_1_NOUN	שפחת+ו	mkr_1_PARTICIPLE									שפחת	NOUN					f	sg		abs	poss	ו	3	m	sg
14643	וילדה	ref.4.2.8.4.8	heb	ילד_1	ילד_1_VERB	yld_1_VERB	ו-ילדה	SpHh_1_NOUN	ו-	ו							ילדה	VERB	paal	ילד		3	f	sg	PAST						
14644	זה	ref.4.2.8.4.9	heb	זה_1	זה_1_PRONOUN	zh_1_PRONOUN	זה	yld_1_VERB									זה	PRONOUN				3	m	sg							
14645	אומר	ref.4.2.8.4.10	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	zh_1_PRONOUN									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
14646	עד	ref.4.2.8.4.11	heb	עד_1	עד_1_PREPOSITION	ed_1_PREPOSITION	עד	amr_1_VERB									עד	PREPOSITION													
14647	שלא	ref.4.2.8.4.12	heb	לא_1	לא_1_NEGATION	la_1_NEGATION	ש-לא	ed_1_PREPOSITION	ש-		ש						לא	NEGATION													
14648	מכרתי	ref.4.2.8.4.13	heb	מכר_1	מכר_1_VERB	mkr_1_VERB	מכרתי	la_1_NEGATION									מכרתי	VERB	paal	מכר		1	mf	sg	PAST						
14649	וזה	ref.4.2.8.4.14	heb	זה_1	זה_1_PRONOUN	zh_1_PRONOUN	ו-זה	mkr_1_VERB	ו-	ו							זה	PRONOUN				3	m	sg							
14650	אומר	ref.4.2.8.4.15	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	zh_1_PRONOUN									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
14651	משלקחתי	ref.4.2.8.4.16	heb	לקח_1	לקח_1_VERB	lqH_1_VERB	מש-לקחתי	amr_1_VERB	מש-			מש					לקחתי	VERB	paal	לקח		1	mf	sg	PAST						
14652	יחלוקו	ref.4.2.8.4.17	heb	חלק_1	חלק_1_VERB	Hlq_1_VERB	יחלוקו	lqH_1_VERB									יחלוקו	VERB	paal	חלק		3	mf	pl	FUTURE						
14653	היו	ref.4.2.8.4.18	heb	היה_1	היה_1_EXISTENTIAL	hyh_1_EXISTENTIAL	היו	Hlq_1_VERB									היו	EXISTENTIAL	paal	היה		3	mf	pl	PAST						
14654	לו	ref.4.2.8.4.19	heb	ל_1	ל_1_PREPOSITION	l_1_PREPOSITION	ל+ו	hyh_1_EXISTENTIAL									ל	PREPOSITION									pronomial	ו	3	m	sg
14655	שני	ref.4.2.8.4.20	heb	CARD2_1	CARD2_1_NUMERAL	CARD2_1_NUMERAL	שני	l_1_PREPOSITION									שני	NUMERAL					m	d		cstr					
14656	עבדים	ref.4.2.8.4.21	heb	עבד_1	עבד_1_NOUN	ebd_1_NOUN	עבדים	CARD2_1_NUMERAL									עבדים	NOUN					m	pl		abs					
14657	אחד	ref.4.2.8.4.22	heb	CARD1_1	CARD1_1_NUMERAL	CARD1_1_NUMERAL	אחד	ebd_1_NOUN									אחד	NUMERAL					m	sg		abs					
14658	גדול	ref.4.2.8.4.23	heb	גדול_1	גדול_1_ADJECTIVE	gdwl_1_ADJECTIVE	גדול	CARD1_1_NUMERAL									גדול	ADJECTIVE					m	sg		abs					
14659	ואחד	ref.4.2.8.4.24	heb	CARD1_1	CARD1_1_NUMERAL	CARD1_1_NUMERAL	ו-אחד	gdwl_1_ADJECTIVE	ו-	ו							אחד	NUMERAL					m	sg		abs					
14660	קטן	ref.4.2.8.4.25	heb	קטן_1	קטן_1_ADJECTIVE	qTN_1_ADJECTIVE	קטן	CARD1_1_NUMERAL									קטן	ADJECTIVE					m	sg		abs					
14661	וכן	ref.4.2.8.4.26	heb	כן_1	כן_1_ADVERB	kN_1_ADVERB	ו-כן	qTN_1_ADJECTIVE	ו-	ו							כן	ADVERB													
14662	שתי	ref.4.2.8.4.27	heb	CARD2_1	CARD2_1_NUMERAL	CARD2_1_NUMERAL	שתי	kN_1_ADVERB									שתי	NUMERAL					f	d		cstr					
14663	שדות	ref.4.2.8.4.28	heb	שדה_1	שדה_1_NOUN	Sdh_1_NOUN	שדות	CARD2_1_NUMERAL									שדות	NOUN					f	pl		abs					
14664	אחת	ref.4.2.8.4.29	heb	CARD1_1	CARD1_1_NUMERAL	CARD1_1_NUMERAL	אחת	Sdh_1_NOUN									אחת	NUMERAL					f	sg		abs					
14665	גדולה	ref.4.2.8.4.30	heb	גדול_1	גדול_1_ADJECTIVE	gdwl_1_ADJECTIVE	גדולה	CARD1_1_NUMERAL									גדולה	ADJECTIVE					f	sg		abs					
14666	ואחת	ref.4.2.8.4.31	heb	CARD1_1	CARD1_1_NUMERAL	CARD1_1_NUMERAL	ו-אחת	gdwl_1_ADJECTIVE	ו-	ו							אחת	NUMERAL					f	sg		abs					
14667	קטנה	ref.4.2.8.4.32	heb	קטן_1	קטן_1_ADJECTIVE	qTN_1_ADJECTIVE	קטנה	CARD1_1_NUMERAL									קטנה	ADJECTIVE					f	sg		abs					
14668	הלוקח	ref.4.2.8.4.33	heb	לקח_1	לקח_1_PARTICIPLE	lqH_1_PARTICIPLE	ה-לוקח	qTN_1_ADJECTIVE	ה-							ה	לוקח	PARTICIPLE	paal	לקח			m	sg		abs					
14669	אומר	ref.4.2.8.4.34	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	lqH_1_PARTICIPLE									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
14670	גדולה	ref.4.2.8.4.35	heb	גדול_1	גדול_1_ADJECTIVE	gdwl_1_ADJECTIVE	גדולה	amr_1_VERB									גדולה	ADJECTIVE					f	sg		abs					
14671	לקחתי	ref.4.2.8.4.36	heb	לקח_1	לקח_1_VERB	lqH_1_VERB	לקחתי	gdwl_1_ADJECTIVE									לקחתי	VERB	paal	לקח		1	mf	sg	PAST						
14672	והלה	ref.4.2.8.4.37	heb	הלה_1	הלה_1_PRONOUN	hlh_1_PRONOUN	ו-הלה	lqH_1_VERB	ו-	ו							הלה	PRONOUN				3	m	sg							
14673	אומר	ref.4.2.8.4.38	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	hlh_1_PRONOUN									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
14674	איני	ref.4.2.8.4.39	heb	אין_1	אין_1_COPULA	ayN_1_COPULA	אינ+י	amr_1_VERB									אינ	COPULA				1	mf	sg	PRESENT		pronomial	י	1	mf	sg
14675	יודע	ref.4.2.8.4.40	heb	ידע_1	ידע_1_VERB	yde_1_VERB	יודע	ayN_1_COPULA									יודע	VERB	paal	ידע		ANY	m	sg	PRESENT						
14676	זכה	ref.4.2.8.4.41	heb	זכה_1	זכה_1_VERB	zkh_1_VERB	זכה	yde_1_VERB									זכה	VERB	paal	זכה		3	m	sg	PAST						
14677	בגדול	ref.4.2.8.4.42	heb	גדול_1	גדול_1_ADJECTIVE	gdwl_1_ADJECTIVE	ב-ה-גדול	zkh_1_VERB	ב-ה-					ב		ה	גדול	ADJECTIVE					m	sg		abs					
14678	המוכר	ref.4.2.8.4.43	heb	מוכר_1	מוכר_1_NOUN	mwkr_1_NOUN	ה-מוכר	gdwl_1_ADJECTIVE	ה-							ה	מוכר	NOUN					m	sg		abs					
14679	אומר	ref.4.2.8.4.44	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	mwkr_1_NOUN									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
14680	קטן	ref.4.2.8.4.45	heb	קטן_1	קטן_1_ADJECTIVE	qTN_1_ADJECTIVE	קטן	amr_1_VERB									קטן	ADJECTIVE					m	sg		abs					
14681	מכרתי	ref.4.2.8.4.46	heb	מכר_1	מכר_1_VERB	mkr_1_VERB	מכרתי	qTN_1_ADJECTIVE									מכרתי	VERB	paal	מכר		1	mf	sg	PAST						
14682	והלה	ref.4.2.8.4.47	heb	הלה_1	הלה_1_PRONOUN	hlh_1_PRONOUN	ו-הלה	mkr_1_VERB	ו-	ו							הלה	PRONOUN				3	m	sg							
14683	אומר	ref.4.2.8.4.48	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	hlh_1_PRONOUN									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
14684	איני	ref.4.2.8.4.49	heb	אין_1	אין_1_COPULA	ayN_1_COPULA	אינ+י	amr_1_VERB									אינ	COPULA				1	mf	sg	PRESENT		pronomial	י	1	mf	sg
14685	יודע	ref.4.2.8.4.50	heb	ידע_1	ידע_1_VERB	yde_1_VERB	יודע	ayN_1_COPULA									יודע	VERB	paal	ידע		ANY	m	sg	PRESENT						
14686	אין	ref.4.2.8.4.51	heb	אין_1	אין_1_NEGATION	ayN_1_NEGATION	אין	yde_1_VERB									אין	NEGATION													
14687	לו	ref.4.2.8.4.52	heb	ל_1	ל_1_PREPOSITION	l_1_PREPOSITION	ל+ו	ayN_1_NEGATION									ל	PREPOSITION									pronomial	ו	3	m	sg
14688	אלא	ref.4.2.8.4.53	heb	אלא_1	אלא_1_CONJUNCTION	ala_1_CONJUNCTION	אלא	l_1_PREPOSITION									אלא	CONJUNCTION													
14689	קטן	ref.4.2.8.4.54	heb	קטן_1	קטן_1_ADJECTIVE	qTN_1_ADJECTIVE	קטן	ala_1_CONJUNCTION									קטן	ADJECTIVE					m	sg		abs					
14690	זה	ref.4.2.8.4.55	heb	זה_1	זה_1_PRONOUN	zh_1_PRONOUN	זה	qTN_1_ADJECTIVE									זה	PRONOUN				3	m	sg							
14691	אומר	ref.4.2.8.4.56	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	zh_1_PRONOUN									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
14692	גדול	ref.4.2.8.4.57	heb	גדול_1	גדול_1_ADJECTIVE	gdwl_1_ADJECTIVE	גדול	amr_1_VERB									גדול	ADJECTIVE					m	sg		abs					
14693	וזה	ref.4.2.8.4.58	heb	זה_1	זה_1_PRONOUN	zh_1_PRONOUN	ו-זה	gdwl_1_ADJECTIVE	ו-	ו							זה	PRONOUN				3	m	sg							
14694	אומר	ref.4.2.8.4.59	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	zh_1_PRONOUN									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
14695	קטן	ref.4.2.8.4.60	heb	קטן_1	קטן_1_ADJECTIVE	qTN_1_ADJECTIVE	קטן	amr_1_VERB									קטן	ADJECTIVE					m	sg		abs					
14696	ישבע	ref.4.2.8.4.61	heb	נשבע_1	נשבע_1_VERB	nSbe_1_VERB	ישבע	qTN_1_ADJECTIVE									ישבע	VERB	nifal	שבע		3	m	sg	FUTURE						
14697	המוכר	ref.4.2.8.4.62	heb	מוכר_1	מוכר_1_NOUN	mwkr_1_NOUN	ה-מוכר	nSbe_1_VERB	ה-							ה	מוכר	NOUN					m	sg		abs					
14698	שהקטן	ref.4.2.8.4.63	heb	קטן_1	קטן_1_ADJECTIVE	qTN_1_ADJECTIVE	ש-ה-קטן	mwkr_1_NOUN	ש-ה-		ש					ה	קטן	ADJECTIVE					m	sg		abs					
14699	מכר	ref.4.2.8.4.64	heb	מכר_1	מכר_1_VERB	mkr_1_VERB	מכר	qTN_1_ADJECTIVE									מכר	VERB	paal	מכר		3	m	sg	PAST						
14700	זה	ref.4.2.8.4.65	heb	זה_1	זה_1_PRONOUN	zh_1_PRONOUN	זה	mkr_1_VERB									זה	PRONOUN				3	m	sg							
14701	אומר	ref.4.2.8.4.66	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	zh_1_PRONOUN									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
14702	איני	ref.4.2.8.4.67	heb	אין_1	אין_1_COPULA	ayN_1_COPULA	אינ+י	amr_1_VERB									אינ	COPULA				1	mf	sg	PRESENT		pronomial	י	1	mf	sg
14703	יודע	ref.4.2.8.4.68	heb	ידע_1	ידע_1_VERB	yde_1_VERB	יודע	ayN_1_COPULA									יודע	VERB	paal	ידע		ANY	m	sg	PRESENT						
14704	וזה	ref.4.2.8.4.69	heb	זה_1	זה_1_PRONOUN	zh_1_PRONOUN	ו-זה	yde_1_VERB	ו-	ו							זה	PRONOUN				3	m	sg							
14705	אומר	ref.4.2.8.4.70	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	zh_1_PRONOUN									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
14706	איני	ref.4.2.8.4.71	heb	אין_1	אין_1_COPULA	ayN_1_COPULA	אינ+י	amr_1_VERB									אינ	COPULA				1	mf	sg	PRESENT		pronomial	י	1	mf	sg
14707	יודע	ref.4.2.8.4.72	heb	ידע_1	ידע_1_VERB	yde_1_VERB	יודע	ayN_1_COPULA									יודע	VERB	paal	ידע		ANY	m	sg	PRESENT						
14708	יחלוקו	ref.4.2.8.4.73	heb	חלק_1	חלק_1_VERB	Hlq_1_VERB	יחלוקו	yde_1_VERB									יחלוקו	VERB	paal	חלק		3	mf	pl	FUTURE						
14709	המוכר	ref.4.2.8.5.1	heb	מכר_1	מכר_1_PARTICIPLE	mkr_1_PARTICIPLE	ה-מוכר	Hlq_1_VERB	ה-							ה	מוכר	PARTICIPLE	paal	מכר			m	sg		abs					
14710	זיתיו	ref.4.2.8.5.2	heb	זית_1	זית_1_NOUN	zyt_1_NOUN	זית+יו	mkr_1_PARTICIPLE									זית	NOUN					m	pl		abs	poss	יו	3	m	sg
14711	לעצים	ref.4.2.8.5.3	heb	עץ_1	עץ_1_NOUN	eC_1_NOUN	ל-עצים	zyt_1_NOUN	ל-					ל			עצים	NOUN					m	pl		abs					
14712	ועשו	ref.4.2.8.5.4	heb	עשה_1	עשה_1_VERB	eSh_1_VERB	ו-עשו	eC_1_NOUN	ו-	ו							עשו	VERB	paal	עשה		3	mf	pl	PAST						
14713	פחות	ref.4.2.8.5.5	heb	פחות_1	פחות_1_ADVERB	pHwt_1_ADVERB	פחות	eSh_1_VERB									פחות	ADVERB													
14714	מרביעית	ref.4.2.8.5.6	heb	ORD4_1	ORD4_1_NUMERAL	ORD4_1_NUMERAL	מ-רביעית	pHwt_1_ADVERB	מ-					מ			רביעית	NUMERAL					f	sg		abs					
14715	לסאה	ref.4.2.8.5.7	heb	סאה_1	סאה_1_NOUN	sah_1_NOUN	ל-ה-סאה	ORD4_1_NUMERAL	ל-ה-					ל		ה	סאה	NOUN					f	sg		abs					
14716	הרי	ref.4.2.8.5.8	heb	הרי_1	הרי_1_QUANTIFIER	hry_1_QUANTIFIER	הרי	sah_1_NOUN									הרי	QUANTIFIER													
14717	אלו	ref.4.2.8.5.9	heb	אלו_1	אלו_1_PRONOUN	alw_1_PRONOUN	אלו	hry_1_QUANTIFIER									אלו	PRONOUN				3	mf	pl							
14718	של	ref.4.2.8.5.10	heb	של_1	של_1_SHEL_PREP	Sl_1_SHEL_PREP	של	alw_1_PRONOUN									של	SHEL_PREP													
14719	בעל	ref.4.2.8.5.11	heb	בעל_1	בעל_1_NOUN	bel_1_NOUN	בעל	Sl_1_SHEL_PREP									בעל	NOUN					m	sg		cstr					
14720	הזיתים	ref.4.2.8.5.12	heb	זית_1	זית_1_NOUN	zyt_1_NOUN	ה-זיתים	bel_1_NOUN	ה-							ה	זיתים	NOUN					m	pl		abs					
14721	עשו	ref.4.2.8.5.13	heb	עשה_1	עשה_1_VERB	eSh_1_VERB	עשו	zyt_1_NOUN									עשו	VERB	paal	עשה		3	mf	pl	PAST						
14722	רביעית	ref.4.2.8.5.14	heb	ORD4_1	ORD4_1_NUMERAL	ORD4_1_NUMERAL	רביעית	eSh_1_VERB									רביעית	NUMERAL					f	sg		abs					
14723	לסאה	ref.4.2.8.5.15	heb	סאה_1	סאה_1_NOUN	sah_1_NOUN	ל-ה-סאה	ORD4_1_NUMERAL	ל-ה-					ל		ה	סאה	NOUN					f	sg		abs					
14724	זה	ref.4.2.8.5.16	heb	זה_1	זה_1_PRONOUN	zh_1_PRONOUN	זה	sah_1_NOUN									זה	PRONOUN				3	m	sg							
14725	אומר	ref.4.2.8.5.17	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	zh_1_PRONOUN									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
14726	זיתי	ref.4.2.8.5.18	heb	זית_1	זית_1_NOUN	zyt_1_NOUN	זית+י	amr_1_VERB									זית	NOUN					m	pl		abs	poss	י	1	mf	sg
14727	גדלו	ref.4.2.8.5.19	heb	גדל_1	גדל_1_VERB	gdl_1_VERB	גדלו	zyt_1_NOUN									גדלו	VERB	paal	גדל		3	mf	pl	PAST						
14728	וזה	ref.4.2.8.5.20	heb	זה_1	זה_1_PRONOUN	zh_1_PRONOUN	ו-זה	gdl_1_VERB	ו-	ו							זה	PRONOUN				3	m	sg							
14729	אומר	ref.4.2.8.5.21	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	zh_1_PRONOUN									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
14730	ארצי	ref.4.2.8.5.22	heb	ארץ_1	ארץ_1_NOUN	arC_1_NOUN	ארצ+י	amr_1_VERB									ארצ	NOUN					f	sg		abs	poss	י	1	mf	sg
14731	גדלה	ref.4.2.8.5.23	heb	גדל_1	גדל_1_VERB	gdl_1_VERB	גדלה	arC_1_NOUN									גדלה	VERB	paal	גדל		3	f	sg	PAST						
14732	יחלוקו	ref.4.2.8.5.24	heb	חלק_1	חלק_1_VERB	Hlq_1_VERB	יחלוקו	gdl_1_VERB									יחלוקו	VERB	paal	חלק		3	mf	pl	FUTURE						
14733	שטף	ref.4.2.8.5.25	heb	שטף_1	שטף_1_VERB	STP_1_VERB	שטף	Hlq_1_VERB									שטף	VERB	paal	שטף		3	m	sg	PAST						
14734	נהר	ref.4.2.8.5.26	heb	נהר_1	נהר_1_NOUN	nhr_1_NOUN	נהר	STP_1_VERB									נהר	NOUN					m	sg		abs					
14735	זיתיו	ref.4.2.8.5.27	heb	זית_1	זית_1_NOUN	zyt_1_NOUN	זית+יו	nhr_1_NOUN									זית	NOUN					m	pl		abs	poss	יו	3	m	sg
14736	ונתנם	ref.4.2.8.5.28	heb	נתן_1	נתן_1_VERB	ntN_1_VERB	ו-נתנ+ם	zyt_1_NOUN	ו-	ו							נתנ	VERB	paal	נתן		3	m	sg	PAST		accnom	ם	3	m	pl
14737	לתוך	ref.4.2.8.5.29	heb	לתוך_1	לתוך_1_PREPOSITION	ltwK_1_PREPOSITION	לתוך	ntN_1_VERB									לתוך	PREPOSITION													
14738	שדה	ref.4.2.8.5.30	heb	שדה_1	שדה_1_NOUN	Sdh_1_NOUN	שדה	ltwK_1_PREPOSITION									שדה	NOUN					mf	sg		cstr					
14739	חברו	ref.4.2.8.5.31	heb	חבר_1	חבר_1_NOUN	Hbr_1_NOUN	חבר+ו	Sdh_1_NOUN									חבר	NOUN					m	sg		abs	poss	ו	3	m	sg
14740	זה	ref.4.2.8.5.32	heb	זה_1	זה_1_PRONOUN	zh_1_PRONOUN	זה	Hbr_1_NOUN									זה	PRONOUN				3	m	sg							
14741	אומר	ref.4.2.8.5.33	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	zh_1_PRONOUN									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
14742	זיתי	ref.4.2.8.5.34	heb	זית_1	זית_1_NOUN	zyt_1_NOUN	זית+י	amr_1_VERB									זית	NOUN					m	pl		abs	poss	י	1	mf	sg
14743	גדלו	ref.4.2.8.5.35	heb	גדל_1	גדל_1_VERB	gdl_1_VERB	גדלו	zyt_1_NOUN									גדלו	VERB	paal	גדל		3	mf	pl	PAST						
14744	וזה	ref.4.2.8.5.36	heb	זה_1	זה_1_PRONOUN	zh_1_PRONOUN	ו-זה	gdl_1_VERB	ו-	ו							זה	PRONOUN				3	m	sg							
14745	אומר	ref.4.2.8.5.37	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	zh_1_PRONOUN									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
14746	ארצי	ref.4.2.8.5.38	heb	ארץ_1	ארץ_1_NOUN	arC_1_NOUN	ארצ+י	amr_1_VERB									ארצ	NOUN					f	sg		abs	poss	י	1	mf	sg
14747	גדלה	ref.4.2.8.5.39	heb	גדל_1	גדל_1_VERB	gdl_1_VERB	גדלה	arC_1_NOUN									גדלה	VERB	paal	גדל		3	f	sg	PAST						
14748	יחלוקו	ref.4.2.8.5.40	heb	חלק_1	חלק_1_VERB	Hlq_1_VERB	יחלוקו	gdl_1_VERB									יחלוקו	VERB	paal	חלק		3	mf	pl	FUTURE						
14749	המשכיר	ref.4.2.8.6.1	heb	השכיר_1	השכיר_1_PARTICIPLE	hSkyr_1_PARTICIPLE	ה-משכיר	Hlq_1_VERB	ה-							ה	משכיר	PARTICIPLE	hifil	שכר			m	sg		abs					
14750	בית	ref.4.2.8.6.2	heb	בית_1	בית_1_NOUN	byt_1_NOUN	בית	hSkyr_1_PARTICIPLE									בית	NOUN					m	sg		abs					
14751	לחבירו	ref.4.2.8.6.3	heb	חבר_1	חבר_1_NOUN	Hbr_1_NOUN	ל-חביר+ו	byt_1_NOUN	ל-					ל			חביר	NOUN					m	sg		abs	poss	ו	3	m	sg
14752	בימות	ref.4.2.8.6.4	heb	יום_1	יום_1_NOUN	ywM_1_NOUN	ב-ימות	Hbr_1_NOUN	ב-					ב			ימות	NOUN					m	pl		cstr					
14753	הגשמים	ref.4.2.8.6.5	heb	גשם_1	גשם_1_NOUN	gSM_1_NOUN	ה-גשמים	ywM_1_NOUN	ה-							ה	גשמים	NOUN					m	pl		abs					
14754	אינו	ref.4.2.8.6.6	heb	אין_1	אין_1_COPULA	ayN_1_COPULA	אינ+ו	gSM_1_NOUN									אינ	COPULA									pronomial	ו	3	m	sg
14755	יכול	ref.4.2.8.6.7	heb	יכל_1	יכל_1_MODAL	ykl_1_MODAL	יכול	ayN_1_COPULA									יכול	MODAL				ANY	m	sg	PRESENT						
14756	להוציאו	ref.4.2.8.6.8	heb	הוציא_1	הוציא_1_VERB	hwcya_1_VERB	להוציא+ו	ykl_1_MODAL									להוציא	VERB	hifil	יצא					TOINF		accnom	ו	3	m	sg
14757	מן	ref.4.2.8.6.9	heb	מן_1	מן_1_PREPOSITION	mN_1_PREPOSITION	מן	hwcya_1_VERB									מן	PREPOSITION													
14758	החג	ref.4.2.8.6.10	heb	חג_1	חג_1_NOUN	Hg_1_NOUN	ה-חג	mN_1_PREPOSITION	ה-							ה	חג	NOUN					m	sg		abs					
14759	ועד	ref.4.2.8.6.11	heb	עד_1	עד_1_PREPOSITION	ed_1_PREPOSITION	ו-עד	Hg_1_NOUN	ו-	ו							עד	PREPOSITION													
14760	הפסח	ref.4.2.8.6.12	heb	פסח_1	פסח_1_NOUN	psH_1_NOUN	ה-פסח	ed_1_PREPOSITION	ה-							ה	פסח	NOUN					m	sg		abs					
